update_rule,K,N,L,attack,training_time,adversary_score
anti_hebbian,4.0,4.0,4.0,none,4.681432,77.34375
hebbian,4.0,4.0,4.0,none,7.585093,81.25
anti_hebbian,4.0,4.0,24.0,none,279.36322,72.78646
random_walk,4.0,4.0,4.0,none,6.900038,82.8125
random_walk,4.0,4.0,24.0,none,213.02045,72.395836
random_walk,4.0,4.0,24.0,none,210.47296,69.40104
random_walk,4.0,4.0,4.0,none,6.56224,84.375
hebbian,4.0,4.0,24.0,none,217.01883,85.546875
random_walk,4.0,4.0,4.0,none,10.272638,82.03125
anti_hebbian,4.0,4.0,24.0,none,199.37595,81.510414
hebbian,4.0,4.0,4.0,none,7.192856,64.0625
hebbian,4.0,4.0,24.0,none,323.13162,82.03125
anti_hebbian,4.0,4.0,4.0,none,7.864258,76.5625
anti_hebbian,4.0,4.0,4.0,none,11.367434,65.625
random_walk,4.0,4.0,24.0,none,165.58632,78.90625
hebbian,4.0,4.0,4.0,none,8.452526,75.0
random_walk,4.0,4.0,24.0,none,336.80594,90.234375
random_walk,4.0,4.0,24.0,none,222.10489,83.46354
random_walk,4.0,4.0,24.0,none,184.09799,84.50521
hebbian,4.0,4.0,24.0,none,304.42236,81.11979
anti_hebbian,4.0,4.0,4.0,none,12.739769,72.65625
anti_hebbian,4.0,4.0,24.0,none,207.92363,76.43229
hebbian,4.0,4.0,4.0,none,9.463402,84.375
anti_hebbian,4.0,4.0,4.0,none,10.126539,77.34375
random_walk,4.0,4.0,24.0,none,218.287,87.5
random_walk,4.0,4.0,4.0,none,8.59244,84.375
anti_hebbian,4.0,4.0,24.0,none,278.0665,85.546875
hebbian,4.0,4.0,24.0,none,257.5013,80.208336
random_walk,4.0,4.0,24.0,none,401.93484,80.59896
anti_hebbian,4.0,4.0,24.0,none,217.44925,76.822914
anti_hebbian,4.0,4.0,24.0,none,250.29527,82.8125
random_walk,4.0,4.0,4.0,none,6.165886,72.65625
anti_hebbian,4.0,4.0,4.0,none,8.187117,89.0625
hebbian,4.0,4.0,4.0,none,8.210627,75.78125
random_walk,4.0,4.0,4.0,none,10.337491,79.6875
random_walk,4.0,4.0,24.0,none,257.68216,77.083336
hebbian,4.0,4.0,24.0,none,199.42007,93.09896
anti_hebbian,4.0,4.0,4.0,none,4.495348,80.46875
random_walk,4.0,4.0,24.0,none,295.5873,81.25
anti_hebbian,4.0,4.0,24.0,none,285.4534,82.03125
anti_hebbian,4.0,4.0,4.0,none,8.792383,82.8125
hebbian,4.0,4.0,4.0,none,7.497867,72.65625
anti_hebbian,4.0,4.0,24.0,none,278.53876,81.25
random_walk,4.0,4.0,24.0,none,226.57997,84.635414
random_walk,4.0,4.0,4.0,none,8.489637,86.71875
hebbian,4.0,4.0,24.0,none,291.20697,80.46875
random_walk,4.0,4.0,24.0,none,155.1432,75.260414
hebbian,4.0,4.0,24.0,none,319.4797,88.15104
anti_hebbian,4.0,4.0,24.0,none,301.96295,76.953125
random_walk,4.0,4.0,24.0,none,499.48874,79.6875
hebbian,4.0,4.0,24.0,none,167.22108,70.18229
random_walk,4.0,4.0,4.0,none,4.905321,75.0
anti_hebbian,4.0,4.0,24.0,none,283.87698,79.296875
hebbian,4.0,4.0,4.0,none,9.3588505,80.46875
anti_hebbian,4.0,4.0,4.0,none,9.476345,65.625
anti_hebbian,4.0,4.0,4.0,none,9.3486805,84.375
anti_hebbian,4.0,4.0,24.0,none,192.3497,75.13021
random_walk,4.0,4.0,4.0,none,4.923348,84.375
anti_hebbian,4.0,4.0,4.0,none,7.810679,78.125
hebbian,4.0,4.0,24.0,none,456.79944,68.489586
hebbian,4.0,4.0,4.0,none,6.57738,78.90625
random_walk,4.0,4.0,24.0,none,158.038,85.02604
hebbian,4.0,4.0,4.0,none,6.8216133,82.8125
random_walk,4.0,4.0,24.0,none,397.45508,85.677086
random_walk,4.0,4.0,24.0,none,297.74527,84.635414
hebbian,4.0,4.0,4.0,none,6.41934,82.8125
anti_hebbian,4.0,4.0,4.0,none,8.372597,78.125
random_walk,4.0,4.0,4.0,none,7.548141,80.46875
anti_hebbian,4.0,4.0,24.0,none,205.27008,82.94271
anti_hebbian,4.0,4.0,4.0,none,4.344224,79.6875
random_walk,4.0,4.0,4.0,none,8.57689,81.25
random_walk,4.0,4.0,24.0,none,228.90521,80.46875
hebbian,4.0,4.0,24.0,none,437.5303,80.729164
random_walk,4.0,4.0,24.0,none,237.60695,77.47396
random_walk,4.0,4.0,4.0,none,9.297754,81.25
anti_hebbian,4.0,4.0,24.0,none,260.23914,84.375
hebbian,4.0,4.0,4.0,none,11.069928,74.21875
anti_hebbian,4.0,4.0,4.0,none,10.452806,78.125
random_walk,4.0,4.0,24.0,none,282.7171,84.114586
hebbian,4.0,4.0,4.0,none,8.7116585,79.6875
hebbian,4.0,4.0,24.0,none,258.55838,82.03125
hebbian,4.0,4.0,4.0,none,13.868128,74.21875
random_walk,4.0,4.0,24.0,none,255.58472,81.38021
hebbian,4.0,4.0,4.0,none,7.582943,78.90625
anti_hebbian,4.0,4.0,4.0,none,6.5411,77.34375
hebbian,4.0,4.0,4.0,none,8.881197,74.21875
anti_hebbian,4.0,4.0,24.0,none,238.93462,73.828125
random_walk,4.0,4.0,4.0,none,9.599651,86.71875
anti_hebbian,4.0,4.0,4.0,none,6.237275,68.75
random_walk,4.0,4.0,4.0,none,9.748468,79.6875
random_walk,4.0,4.0,24.0,none,258.1147,77.34375
hebbian,4.0,4.0,24.0,none,380.3277,86.06771
anti_hebbian,4.0,4.0,24.0,none,319.85095,74.08854
random_walk,4.0,4.0,24.0,none,245.31288,76.041664
random_walk,4.0,4.0,4.0,none,5.500588,77.34375
anti_hebbian,4.0,4.0,4.0,none,7.698855,79.6875
hebbian,4.0,4.0,4.0,none,7.563056,82.03125
anti_hebbian,4.0,4.0,24.0,none,253.80518,85.28646
hebbian,4.0,4.0,24.0,none,226.66304,81.38021
anti_hebbian,4.0,4.0,4.0,none,9.484431,85.15625
random_walk,4.0,4.0,24.0,none,221.56528,75.13021
anti_hebbian,4.0,4.0,24.0,none,286.41574,74.739586
hebbian,4.0,4.0,4.0,none,9.438629,75.0
anti_hebbian,4.0,4.0,4.0,none,6.2260323,64.0625
random_walk,4.0,4.0,4.0,none,11.146432,69.53125
anti_hebbian,4.0,4.0,24.0,none,337.1101,81.25
anti_hebbian,4.0,4.0,24.0,none,242.7772,88.41146
random_walk,4.0,4.0,24.0,none,279.66684,76.953125
hebbian,4.0,4.0,24.0,none,249.64941,87.5
hebbian,4.0,4.0,24.0,none,331.70633,83.46354
random_walk,4.0,4.0,24.0,none,224.7186,82.94271
random_walk,4.0,4.0,4.0,none,7.600972,75.78125
anti_hebbian,4.0,4.0,24.0,none,235.41968,77.864586
hebbian,4.0,4.0,4.0,none,6.444653,77.34375
anti_hebbian,4.0,4.0,4.0,none,12.290688,78.90625
random_walk,4.0,4.0,24.0,none,232.0071,82.421875
anti_hebbian,4.0,4.0,24.0,none,276.68268,77.99479
hebbian,4.0,4.0,24.0,none,293.18192,72.52604
anti_hebbian,4.0,4.0,4.0,none,6.961898,69.53125
random_walk,4.0,4.0,24.0,none,236.26068,79.427086
anti_hebbian,4.0,4.0,4.0,none,8.335089,75.78125
hebbian,4.0,4.0,4.0,none,6.3210163,77.34375
anti_hebbian,4.0,4.0,24.0,none,233.81992,84.765625
random_walk,4.0,4.0,4.0,none,6.48909,83.59375
hebbian,4.0,4.0,24.0,none,194.32979,84.50521
random_walk,4.0,4.0,24.0,none,365.65555,83.072914
anti_hebbian,4.0,4.0,24.0,none,299.20486,83.59375
hebbian,4.0,4.0,24.0,none,291.55328,83.59375
random_walk,4.0,4.0,24.0,none,200.29303,80.859375
random_walk,4.0,4.0,24.0,none,144.02231,77.604164
hebbian,4.0,4.0,24.0,none,313.2776,89.97396
hebbian,4.0,4.0,4.0,none,5.9089727,72.65625
random_walk,4.0,4.0,24.0,none,413.826,79.947914
hebbian,4.0,4.0,4.0,none,7.9223948,75.0
anti_hebbian,4.0,4.0,4.0,none,9.405189,88.28125
hebbian,4.0,4.0,24.0,none,245.57945,81.25
random_walk,4.0,4.0,4.0,none,11.766832,83.59375
anti_hebbian,4.0,4.0,24.0,none,248.5094,83.59375
anti_hebbian,4.0,4.0,4.0,none,8.673552,80.46875
random_walk,4.0,4.0,24.0,none,283.17767,79.6875
hebbian,4.0,4.0,24.0,none,471.8307,74.479164
random_walk,4.0,4.0,4.0,none,8.510285,78.90625
random_walk,4.0,4.0,24.0,none,165.77765,88.802086
hebbian,4.0,4.0,4.0,none,8.500024,93.75
anti_hebbian,4.0,4.0,24.0,none,264.16562,78.385414
random_walk,4.0,4.0,4.0,none,18.019283,81.25
anti_hebbian,4.0,4.0,4.0,none,8.057394,77.34375
hebbian,4.0,4.0,4.0,none,7.0234623,82.8125
random_walk,4.0,4.0,24.0,none,388.47153,77.99479
hebbian,4.0,4.0,4.0,none,9.070881,77.34375
hebbian,4.0,4.0,24.0,none,253.88979,82.552086
random_walk,4.0,4.0,4.0,none,6.903873,75.0
anti_hebbian,4.0,4.0,4.0,none,9.398532,76.5625
hebbian,4.0,4.0,24.0,none,259.94196,81.770836
hebbian,4.0,4.0,4.0,none,9.420947,78.90625
anti_hebbian,4.0,4.0,24.0,none,383.94882,77.734375
random_walk,4.0,4.0,4.0,none,7.260296,75.78125
hebbian,4.0,4.0,24.0,none,338.91827,87.760414
random_walk,4.0,4.0,4.0,none,4.7363567,88.28125
random_walk,4.0,4.0,24.0,none,214.22905,82.421875
hebbian,4.0,4.0,4.0,none,9.034058,67.1875
random_walk,4.0,4.0,4.0,none,11.279845,77.34375
anti_hebbian,4.0,4.0,24.0,none,255.05301,79.6875
hebbian,4.0,4.0,4.0,none,6.5855503,79.6875
anti_hebbian,4.0,4.0,4.0,none,8.4835,79.6875
random_walk,4.0,4.0,4.0,none,10.893152,87.5
hebbian,4.0,4.0,24.0,none,348.67645,79.03646
hebbian,4.0,4.0,4.0,none,6.8504763,78.90625
anti_hebbian,4.0,4.0,4.0,none,8.234731,91.40625
random_walk,4.0,4.0,4.0,none,8.775716,83.59375
anti_hebbian,4.0,4.0,24.0,none,170.65189,86.197914
random_walk,4.0,4.0,24.0,none,209.89658,85.416664
anti_hebbian,4.0,4.0,24.0,none,186.96387,67.447914
random_walk,4.0,4.0,24.0,none,190.08368,80.078125
hebbian,4.0,4.0,24.0,none,269.40637,79.03646
anti_hebbian,4.0,4.0,24.0,none,342.68088,76.43229
random_walk,4.0,4.0,4.0,none,4.387818,73.4375
random_walk,4.0,4.0,24.0,none,202.02385,84.114586
anti_hebbian,4.0,4.0,4.0,none,6.026368,86.71875
hebbian,4.0,4.0,4.0,none,7.3736887,87.5
hebbian,4.0,4.0,24.0,none,383.24524,76.171875
anti_hebbian,4.0,4.0,4.0,none,10.142561,78.125
hebbian,4.0,4.0,24.0,none,295.6538,75.390625
random_walk,4.0,4.0,24.0,none,291.0142,81.90104
anti_hebbian,4.0,4.0,24.0,none,288.63663,77.604164
random_walk,4.0,4.0,24.0,none,219.24574,73.697914
anti_hebbian,4.0,4.0,4.0,none,4.904179,76.5625
hebbian,4.0,4.0,4.0,none,7.550394,74.21875
anti_hebbian,4.0,4.0,24.0,none,264.37802,85.15625
random_walk,4.0,4.0,4.0,none,12.220199,71.09375
anti_hebbian,4.0,4.0,24.0,none,248.47368,74.86979
random_walk,4.0,4.0,24.0,none,262.64536,84.635414
anti_hebbian,4.0,4.0,24.0,none,272.35522,77.47396
hebbian,4.0,4.0,24.0,none,204.97433,78.90625
anti_hebbian,4.0,4.0,24.0,none,221.25574,77.734375
random_walk,4.0,4.0,4.0,none,11.010754,85.9375
random_walk,4.0,4.0,24.0,none,285.5218,76.302086
anti_hebbian,4.0,4.0,24.0,none,247.0646,85.677086
hebbian,4.0,4.0,4.0,none,4.921577,67.96875
anti_hebbian,4.0,4.0,4.0,none,8.492859,76.5625
anti_hebbian,4.0,4.0,4.0,none,10.261127,83.59375
hebbian,4.0,4.0,24.0,none,179.1279,85.677086
random_walk,4.0,4.0,24.0,none,234.35193,73.177086
hebbian,4.0,4.0,4.0,none,6.5752087,78.90625
hebbian,4.0,4.0,24.0,none,283.4345,77.604164
random_walk,4.0,4.0,24.0,none,296.6229,75.13021
random_walk,4.0,4.0,4.0,none,11.421607,64.84375
random_walk,4.0,4.0,4.0,none,10.580004,82.8125
anti_hebbian,4.0,4.0,24.0,none,212.82019,83.984375
random_walk,4.0,4.0,4.0,none,6.284646,85.15625
anti_hebbian,4.0,4.0,4.0,none,7.031077,79.6875
hebbian,4.0,4.0,4.0,none,6.5073423,80.46875
random_walk,4.0,4.0,24.0,none,285.70316,82.552086
hebbian,4.0,4.0,24.0,none,155.53587,80.729164
hebbian,4.0,4.0,4.0,none,4.242516,89.84375
hebbian,4.0,4.0,4.0,none,8.806725,80.46875
hebbian,4.0,4.0,24.0,none,287.92947,74.86979
anti_hebbian,4.0,4.0,4.0,none,10.197178,70.3125
random_walk,4.0,4.0,4.0,none,7.932873,81.25
anti_hebbian,4.0,4.0,24.0,none,323.79114,73.30729
random_walk,4.0,4.0,4.0,none,11.829237,76.5625
hebbian,4.0,4.0,24.0,none,215.01376,80.33854
random_walk,4.0,4.0,24.0,none,495.5126,78.515625
random_walk,4.0,4.0,4.0,none,14.106356,81.25
random_walk,4.0,4.0,24.0,none,354.48517,87.36979
random_walk,4.0,4.0,4.0,none,7.6509447,74.21875
anti_hebbian,4.0,4.0,24.0,none,183.44078,79.03646
hebbian,4.0,4.0,4.0,none,12.186793,77.34375
anti_hebbian,4.0,4.0,4.0,none,13.657312,80.46875
hebbian,4.0,4.0,4.0,none,6.194755,87.5
random_walk,4.0,4.0,24.0,none,240.47855,81.770836
random_walk,4.0,4.0,24.0,none,316.6619,75.520836
hebbian,4.0,4.0,4.0,none,9.439938,85.15625
hebbian,4.0,4.0,24.0,none,180.04987,76.822914
anti_hebbian,4.0,4.0,4.0,none,6.9472933,82.8125
hebbian,4.0,4.0,24.0,none,390.79834,82.552086
anti_hebbian,4.0,4.0,4.0,none,7.917443,75.78125
hebbian,4.0,4.0,4.0,none,6.918036,78.125
anti_hebbian,4.0,4.0,24.0,none,160.04092,89.19271
random_walk,4.0,4.0,4.0,none,11.092255,82.03125
anti_hebbian,4.0,4.0,24.0,none,380.78067,76.953125
random_walk,4.0,4.0,4.0,none,6.029689,81.25
hebbian,4.0,4.0,4.0,none,5.245773,69.53125
random_walk,4.0,4.0,4.0,none,4.3840513,76.5625
anti_hebbian,4.0,4.0,4.0,none,10.510624,77.34375
hebbian,4.0,4.0,24.0,none,411.71307,83.984375
anti_hebbian,4.0,4.0,4.0,none,4.7591276,75.78125
random_walk,4.0,4.0,4.0,none,4.6548643,76.5625
anti_hebbian,4.0,4.0,4.0,none,15.169104,80.46875
hebbian,4.0,4.0,4.0,none,9.900211,85.9375
random_walk,4.0,4.0,4.0,none,6.854479,82.03125
anti_hebbian,4.0,4.0,24.0,none,212.96654,79.6875
anti_hebbian,4.0,4.0,24.0,none,443.27527,71.484375
hebbian,4.0,4.0,24.0,none,266.70822,77.864586
anti_hebbian,4.0,4.0,4.0,none,4.545414,75.0
anti_hebbian,4.0,4.0,24.0,none,339.9874,79.296875
anti_hebbian,4.0,4.0,4.0,none,7.1646996,68.75
random_walk,4.0,4.0,4.0,none,10.518575,68.75
anti_hebbian,4.0,4.0,24.0,none,160.26242,74.86979
hebbian,4.0,4.0,4.0,none,9.11898,81.25
random_walk,4.0,4.0,4.0,none,5.659869,79.6875
anti_hebbian,4.0,4.0,4.0,none,8.352111,85.9375
hebbian,4.0,4.0,24.0,none,291.11792,91.27604
hebbian,4.0,4.0,4.0,none,9.577346,81.25
anti_hebbian,4.0,4.0,24.0,none,373.0284,89.97396
anti_hebbian,4.0,4.0,4.0,none,5.1474733,85.9375
random_walk,4.0,4.0,4.0,none,12.989486,81.25
anti_hebbian,4.0,4.0,24.0,none,197.66084,72.78646
anti_hebbian,4.0,4.0,4.0,none,9.744668,85.9375
anti_hebbian,4.0,4.0,24.0,none,558.1374,77.99479
hebbian,4.0,4.0,24.0,none,237.10634,82.16146
hebbian,4.0,4.0,24.0,none,205.19702,78.25521
hebbian,4.0,4.0,4.0,none,6.704328,78.125
hebbian,4.0,4.0,24.0,none,305.23145,69.270836
hebbian,4.0,4.0,4.0,none,5.887858,78.90625
hebbian,4.0,4.0,24.0,none,223.81364,71.22396
random_walk,4.0,4.0,4.0,none,6.825165,79.6875
anti_hebbian,4.0,4.0,24.0,none,388.1106,76.953125
anti_hebbian,4.0,4.0,4.0,none,5.290895,75.78125
hebbian,4.0,4.0,24.0,none,241.22224,78.515625
hebbian,4.0,4.0,24.0,none,325.38608,86.458336
random_walk,4.0,4.0,4.0,none,8.589598,78.90625
anti_hebbian,4.0,4.0,4.0,none,12.107703,81.25
anti_hebbian,4.0,4.0,24.0,none,239.71545,71.354164
random_walk,4.0,4.0,4.0,none,15.372055,69.53125
hebbian,4.0,4.0,4.0,none,10.807268,75.0
hebbian,4.0,4.0,4.0,none,9.695761,82.8125
hebbian,4.0,4.0,24.0,none,296.79648,79.427086
anti_hebbian,4.0,4.0,4.0,none,7.1144104,93.75
hebbian,4.0,4.0,4.0,none,5.850256,84.375
hebbian,4.0,4.0,24.0,none,199.27219,82.8125
hebbian,4.0,4.0,4.0,none,5.486159,81.25
anti_hebbian,4.0,4.0,24.0,none,266.75436,86.84896
random_walk,4.0,4.0,4.0,none,6.999614,71.875
hebbian,4.0,4.0,24.0,none,220.99846,86.06771
random_walk,4.0,4.0,24.0,none,359.0611,76.041664
random_walk,4.0,4.0,4.0,none,6.950163,78.90625
random_walk,4.0,4.0,4.0,none,6.623144,77.34375
anti_hebbian,4.0,4.0,24.0,none,250.1528,88.28125
hebbian,4.0,4.0,4.0,none,5.972414,85.9375
hebbian,4.0,4.0,4.0,none,6.271039,85.9375
anti_hebbian,4.0,4.0,4.0,none,8.290995,75.0
anti_hebbian,4.0,4.0,4.0,none,5.870401,78.90625
anti_hebbian,4.0,4.0,24.0,none,246.01581,83.46354
hebbian,4.0,4.0,4.0,none,5.878381,87.5
anti_hebbian,4.0,4.0,4.0,none,8.041161,78.125
random_walk,4.0,4.0,4.0,none,6.668434,87.5
anti_hebbian,4.0,4.0,24.0,none,250.03577,77.21354
anti_hebbian,4.0,4.0,24.0,none,277.53912,77.604164
hebbian,4.0,4.0,24.0,none,268.9724,77.734375
anti_hebbian,4.0,4.0,24.0,none,389.8874,79.166664
anti_hebbian,4.0,4.0,4.0,none,6.932509,74.21875
random_walk,4.0,4.0,4.0,none,18.357994,92.96875
hebbian,4.0,4.0,4.0,none,8.972729,78.125
anti_hebbian,4.0,4.0,24.0,none,258.5243,86.58854
anti_hebbian,4.0,4.0,4.0,none,5.3810396,82.8125
hebbian,4.0,4.0,24.0,none,298.1429,76.953125
random_walk,4.0,4.0,4.0,none,5.666416,80.46875
anti_hebbian,4.0,4.0,4.0,none,7.5897093,77.34375
hebbian,4.0,4.0,4.0,none,9.02944,82.8125
anti_hebbian,4.0,4.0,24.0,none,383.5179,81.640625
random_walk,4.0,4.0,4.0,none,8.870857,82.03125
random_walk,4.0,4.0,4.0,none,5.8986397,80.46875
anti_hebbian,4.0,4.0,4.0,none,7.08438,73.4375
anti_hebbian,4.0,4.0,24.0,none,199.93332,78.385414
hebbian,4.0,4.0,24.0,none,172.80988,80.729164
random_walk,4.0,4.0,4.0,none,9.988272,85.15625
anti_hebbian,4.0,4.0,4.0,none,11.963351,72.65625
random_walk,4.0,4.0,4.0,none,8.324736,69.53125
anti_hebbian,4.0,4.0,24.0,none,345.96744,84.895836
hebbian,4.0,4.0,4.0,none,6.168964,78.90625
anti_hebbian,4.0,4.0,4.0,none,6.587994,84.375
hebbian,4.0,4.0,24.0,none,228.9715,72.78646
hebbian,4.0,4.0,24.0,none,162.53438,79.947914
random_walk,4.0,4.0,4.0,none,7.024848,71.875
random_walk,4.0,4.0,24.0,none,394.69577,75.13021
hebbian,4.0,4.0,4.0,none,8.684128,85.9375
anti_hebbian,4.0,4.0,4.0,none,3.225969,79.6875
anti_hebbian,4.0,4.0,24.0,none,201.64055,68.359375
random_walk,4.0,4.0,4.0,none,6.13126,82.8125
hebbian,4.0,4.0,4.0,none,5.532305,71.09375
random_walk,4.0,4.0,24.0,none,333.9094,78.77604
hebbian,4.0,4.0,24.0,none,235.051,85.546875
hebbian,4.0,4.0,4.0,none,8.749435,85.15625
hebbian,4.0,4.0,4.0,none,5.661969,75.0
hebbian,4.0,4.0,24.0,none,242.52419,81.640625
random_walk,4.0,4.0,4.0,none,11.152286,75.0
anti_hebbian,4.0,4.0,24.0,none,288.5415,71.22396
anti_hebbian,4.0,4.0,4.0,none,6.144799,82.03125
hebbian,4.0,4.0,4.0,none,12.928869,70.3125
hebbian,4.0,4.0,24.0,none,245.80151,88.020836
random_walk,4.0,4.0,4.0,none,8.044857,78.125
hebbian,4.0,4.0,24.0,none,366.7412,81.640625
random_walk,4.0,4.0,4.0,none,13.761255,79.6875
anti_hebbian,4.0,4.0,24.0,none,412.52884,84.765625
hebbian,4.0,4.0,4.0,none,7.838364,71.875
anti_hebbian,4.0,4.0,4.0,none,4.872726,73.4375
hebbian,4.0,4.0,24.0,none,449.61188,86.458336
hebbian,4.0,4.0,4.0,none,5.542859,83.59375
hebbian,4.0,4.0,24.0,none,246.92313,89.19271
anti_hebbian,4.0,4.0,4.0,none,9.995934,67.96875
hebbian,4.0,4.0,24.0,none,266.34192,74.08854
hebbian,4.0,4.0,4.0,none,10.326457,88.28125
anti_hebbian,4.0,4.0,24.0,none,303.64957,75.65104
random_walk,4.0,4.0,4.0,none,8.111525,83.59375
hebbian,4.0,4.0,4.0,none,8.5605755,72.65625
random_walk,4.0,4.0,4.0,none,11.118429,77.34375
anti_hebbian,4.0,4.0,24.0,none,194.70999,79.03646
hebbian,4.0,4.0,4.0,none,9.542082,77.34375
anti_hebbian,4.0,4.0,4.0,none,11.877092,75.0
hebbian,4.0,4.0,24.0,none,186.90529,83.72396
hebbian,4.0,4.0,4.0,none,7.515913,78.90625
anti_hebbian,4.0,4.0,24.0,none,165.89163,87.890625
random_walk,4.0,4.0,4.0,none,13.505909,83.59375
hebbian,4.0,4.0,24.0,none,235.51338,77.99479
hebbian,4.0,4.0,4.0,none,6.092107,83.59375
anti_hebbian,4.0,4.0,24.0,none,356.24554,78.77604
hebbian,4.0,4.0,24.0,none,208.93823,79.03646
anti_hebbian,4.0,4.0,4.0,none,5.674059,79.6875
anti_hebbian,4.0,4.0,24.0,none,352.02673,84.24479
random_walk,4.0,4.0,4.0,none,6.786477,76.5625
hebbian,4.0,4.0,4.0,none,7.173737,76.5625
anti_hebbian,4.0,4.0,4.0,none,5.870255,91.40625
anti_hebbian,4.0,4.0,4.0,none,12.671619,71.875
hebbian,4.0,4.0,24.0,none,244.9434,89.84375
hebbian,4.0,4.0,24.0,none,374.32205,75.260414
anti_hebbian,4.0,4.0,4.0,none,6.251129,86.71875
anti_hebbian,4.0,4.0,4.0,none,10.532686,84.375
hebbian,4.0,4.0,4.0,none,11.992227,78.90625
random_walk,4.0,4.0,4.0,none,4.967325,82.8125
anti_hebbian,4.0,4.0,24.0,none,261.10272,80.33854
hebbian,4.0,4.0,24.0,none,310.48044,76.822914
hebbian,4.0,4.0,4.0,none,7.812524,78.90625
anti_hebbian,4.0,4.0,24.0,none,157.90651,81.25
hebbian,4.0,4.0,24.0,none,179.25389,79.6875
hebbian,4.0,4.0,4.0,none,6.9538727,72.65625
hebbian,4.0,4.0,24.0,none,196.8521,74.609375
anti_hebbian,4.0,4.0,24.0,none,222.54457,82.421875
anti_hebbian,4.0,4.0,4.0,none,6.393895,83.59375
hebbian,4.0,4.0,24.0,none,279.61606,80.859375
hebbian,4.0,4.0,4.0,none,5.6929846,81.25
anti_hebbian,4.0,4.0,24.0,none,360.39255,80.729164
random_walk,4.0,4.0,4.0,none,4.070917,82.03125
anti_hebbian,4.0,4.0,4.0,none,5.130007,71.875
hebbian,4.0,4.0,24.0,none,207.82689,74.479164
random_walk,4.0,4.0,4.0,none,7.689747,70.3125
random_walk,4.0,4.0,4.0,none,11.881018,73.4375
anti_hebbian,4.0,4.0,4.0,none,5.2696066,70.3125
anti_hebbian,4.0,4.0,24.0,none,235.93698,79.03646
hebbian,4.0,4.0,4.0,none,7.390108,81.25
anti_hebbian,4.0,4.0,4.0,none,10.303502,72.65625
anti_hebbian,4.0,4.0,24.0,none,198.59909,82.8125
hebbian,4.0,4.0,24.0,none,352.30365,77.604164
hebbian,4.0,4.0,4.0,none,9.605379,78.90625
anti_hebbian,4.0,4.0,24.0,none,227.20763,75.78125
hebbian,4.0,4.0,4.0,none,8.448821,82.8125
hebbian,4.0,4.0,24.0,none,266.60678,86.979164
random_walk,4.0,4.0,4.0,none,5.050839,75.78125
anti_hebbian,4.0,4.0,24.0,none,194.01855,82.03125
anti_hebbian,4.0,4.0,4.0,none,8.394099,74.21875
random_walk,4.0,4.0,4.0,none,6.256317,77.34375
hebbian,4.0,4.0,24.0,none,311.02252,79.166664
random_walk,4.0,4.0,4.0,none,11.202287,81.25
anti_hebbian,4.0,4.0,4.0,none,15.898281,75.0
anti_hebbian,4.0,4.0,4.0,none,5.738456,82.03125
random_walk,4.0,4.0,4.0,none,8.169638,76.5625
anti_hebbian,4.0,4.0,24.0,none,244.28033,79.296875
random_walk,4.0,4.0,4.0,none,8.376861,79.6875
hebbian,4.0,4.0,4.0,none,7.06359,85.9375
hebbian,4.0,4.0,4.0,none,4.197392,78.90625
anti_hebbian,4.0,4.0,24.0,none,189.95421,78.645836
random_walk,4.0,4.0,4.0,none,9.764094,73.4375
anti_hebbian,4.0,4.0,4.0,none,11.841092,75.78125
anti_hebbian,4.0,4.0,4.0,none,6.320159,75.78125
anti_hebbian,4.0,4.0,24.0,none,352.73828,83.59375
hebbian,4.0,4.0,24.0,none,226.96712,73.958336
hebbian,4.0,4.0,4.0,none,11.168211,83.59375
hebbian,4.0,4.0,24.0,none,435.70898,81.90104
anti_hebbian,4.0,4.0,4.0,none,12.222684,72.65625
anti_hebbian,4.0,4.0,4.0,none,7.453451,78.125
random_walk,4.0,4.0,4.0,none,7.844902,85.9375
anti_hebbian,4.0,4.0,24.0,none,186.50864,86.328125
hebbian,4.0,4.0,4.0,none,4.446965,61.71875
hebbian,4.0,4.0,24.0,none,245.63435,80.729164
hebbian,4.0,4.0,24.0,none,331.62714,74.86979
hebbian,4.0,4.0,4.0,none,5.578017,77.34375
hebbian,4.0,4.0,24.0,none,273.6694,77.47396
hebbian,4.0,4.0,4.0,none,11.650404,69.53125
random_walk,4.0,4.0,4.0,none,11.42174,85.9375
anti_hebbian,4.0,4.0,24.0,none,437.8594,81.90104
anti_hebbian,4.0,4.0,4.0,none,6.582453,77.34375
anti_hebbian,4.0,4.0,24.0,none,313.42435,79.947914
hebbian,4.0,4.0,24.0,none,263.60773,70.703125
anti_hebbian,4.0,4.0,24.0,none,248.39471,85.15625
random_walk,4.0,4.0,4.0,none,14.649635,76.5625
hebbian,4.0,4.0,4.0,none,10.958582,78.125
hebbian,4.0,4.0,4.0,none,6.290665,75.0
hebbian,4.0,4.0,24.0,none,150.44164,79.166664
anti_hebbian,4.0,4.0,4.0,none,7.1668262,82.8125
hebbian,4.0,4.0,24.0,none,287.42535,76.041664
random_walk,4.0,4.0,4.0,none,6.3573313,76.5625
anti_hebbian,4.0,4.0,4.0,none,12.741482,79.6875
random_walk,4.0,4.0,4.0,none,10.493797,85.15625
anti_hebbian,4.0,4.0,24.0,none,187.87149,81.510414
hebbian,4.0,4.0,4.0,none,12.473803,71.09375
anti_hebbian,4.0,4.0,4.0,none,8.773507,79.6875
